aback: aback
mount: mount,mounted,mounting
mountain: mountain,mountains
mountainous: mountainous
mountebank: mountebank
mournful: mournful
mourning: mourning
moustache: moustaches
mouth: mouth,mouths
mouton: mouton
moutons: moutons
movement: movement,movements
mud: mud
muffled: muffled
muller: muller
mullion: mullion
multiplication: multiplication
multiply: multiply
multitude: multitude
mumble: mumbled
mumbling: mumbling
mummy: mummy
muniment: muniment
murder: murder,murdered
murmur: murmur,murmured,murmurs
muscle: muscle
muscular: muscular
mushroom: mushrooms
music: music
musical: musical
muslin: muslin,muslins
mute: mute
mutely: mutely
mutter: muttered
mutton: mutton
mysteries: mysteries
mysterious: mysterious
mysteriously: mysteriously
mystic: mystic,mystics
mystical: mystical
nail: nailed,nails
naive: naive
naked: naked
nameless: nameless
namesake: namesake
nape: nape
napoleon: napoleon
napoleonic: napoleonic
narrative: narrative
narrow: narrow,narrowed
nasty: nasty
nation: nation,nations
national: national
nationality: nationalities
native: native
natura: naturae
natural: natural
naturally: naturally
nature: nature
nautical: nautical
naval: naval
neapolitan: neapolitan
nearer: nearer
neat: neat
neatly: neatly
necessity: necessities
neck: neck,necks
necropolis: necropolis
needle: needle
negative: negative
negligence: negligence
negotiate: negotiating
neigh: neigh
neighbour: neighbouring
neighbourhood: neighbourhood
nelson: nelson
nervous: nervous
nervously: nervously
nestle: nestle
network: network
newly: newly
news: news
newsletter: newsletter
newspaper: newspapers
niagara: niagara
nibble: nibble
nice: nice
niece: niece
niggardly: niggardly
nigger: nigger
night: night,nights
nightingale: nightingale
nightly: nightly
nightmare: nightmare
nihil: nihil
nile: nile
nineteen: nineteen
nineteenth: nineteenth
nip: nip,nipped
nobility: nobility
noble: noble,nobler,noblest
nobleman: nobleman
nobly: nobly
nod: nod,nodded,nodding,nods
noire: noires
noise: noise,noises
noiselessly: noiselessly
noisy: noisy
nonproprietary: nonproprietary
nonsense: nonsense
noon: noon
norfolk: norfolk
normal: normal
norman: norman
north: north
nose: nose,noses
nosed: nosed
nostalgic: nostalgic
notable: notable
note: note,notes
notebook: notebook
notice: notice,noticed
notify: notifies
notion: notion,notions
nouvelle: nouvelle
novelist: novelist,novelists
november: november
nowadays: nowadays
nubile: nubile
nuisance: nuisance
numerous: numerous
nut: nuts
nymphomaniac: nymphomaniac
oak: oak
oaken: oaken
oasis: oases
obedience: obedience
obedient: obedient
obediently: obediently
obey: obey,obeyed,obeying
obituary: obituary
object: object,objects
objective: objective
oblong: oblong,oblongs
obscene: obscene
obscure: obscure
observe: observed
obsolete: obsolete
obstruction: obstructions
obverse: obverse
obviate: obviated
obvious: obvious
occasion: occasion,occasioned
occasional: occasional
occasionally: occasionally
occult: occult
occupant: occupants
occupation: occupation,occupations
occupy: occupied,occupy,occupying
occur: occur,occurred
occurrence: occurrence
octave: octave,octaves
october: october
octopus: octopus
oddity: oddity
oddly: oddly
ode: ode
odious: odious
offer: offer,offered,offers
office: office
official: official
officially: officially
oil: oil
oily: oily
olive: olive
olympian: olympian
omen: omen
omniscient: omniscient
oneself: oneself
online: online
onward: onward
ooh: ooh
ooze: oozed,oozing
oozily: oozily
op: op
opal: opal
opaque: opaque
openness: openness
opera: opera,operas
opinion: opinion,opinions
opium: opium
opportunity: opportunities,opportunity
opposed: opposed
oppressed: oppressed
oppressive: oppressive
oppressor: oppressors
optimism: optimism
optimistically: optimistically
opus: opus
oracle: oracle
oracular: oracular
orange: orange
ordinary: ordinary
organ: organ,organs
organise: organised,organising
organize: organized
oriental: oriental
orientally: orientally
orientation: orientations
origin: origin
original: original
originally: originally
originator: originator
orphan: orphan,orphans
ostler: ostlers
ottoman: ottoman
outburst: outburst
outcome: outcome
outdated: outdated
outdoor: outdoor
outer: outer
outfitters: outfitters
outgoing: outgoing
outhouse: outhouses
output: output
outrage: outraged
outskirts: outskirts
outstretched: outstretched
outwardly: outwardly
outwards: outwards
oval: oval
overcome: overcome
overjoyed: overjoyed
overmasteringly: overmasteringly
overtop: overtopping
overwhelm: overwhelmed
overwhelming: overwhelming
overwork: overwork,overworked
owe: owed
owl: owls
owner: owner
oxford: oxford
oyster: oysters
pace: pace,paced
pacific: pacific
pacing: pacing
pack: pack,packed
package: packages
packet: packet
pad: pad
padded: padded
paddle: paddled
pagan: pagan
pain: pain,pains
pained: pained
painful: painful
painfully: painfully
paint: paint,painted,painting
painter: painter
painting: painting,paintings
pair: pair
palace: palace
palais: palais
pale: pale,palest
palette: palette
pallor: pallor
palm: palm,palms
palpitate: palpitate,palpitating
pamphlet: pamphlet
panel: panel,panelled,panelling,panels
panelling: panelling
pang: pang
panic: panic
pant: panted
papal: papal
papally: papally
paper: paper,papers
paperwork: paperwork
papist: papist
parachute: parachute
paradise: paradise
paragraph: paragraph,paragraphs
parallel: parallel
paralyse: paralysing
parapet: parapet
parched: parched
parchment: parchment
parent: parents
parenthetically: parenthetically
parfum: parfum
paris: paris
parish: parish
parisian: parisian
park: park
partake: partaken
parterre: parterres
partial: partial
partly: partly
partner: partner
party: parties,party
pass: pass,passed,passes,passing
passably: passably
passage: passage
passenger: passengers
passion: passion,passions
passionate: passionate
passionately: passionately
passive: passive
passoverish: passoverish
pat: patted
patch: patch
patent: patent
paternal: paternal
path: path
pathetic: pathetic
pathos: pathos
patience: patience
patiently: patiently
patriarchal: patriarchal
patriot: patriot
patriotic: patriotic
patriotism: patriotism
patter: patter,pattered
pattern: patterned,patterns
pause: pause,paused
pavilion: pavilion
pay: paid,pay,paying
payment: payments
peace: peace
peach: peach,peaches
peacock: peacock
peaked: peaked
peal: peal
pearl: pearl,pearls
peasant: peasants
peasantry: peasantry
peculiar: peculiar
peculiarity: peculiarities,peculiarity
peculiarly: peculiarly
pedal: pedal
pedestal: pedestal
pedigree: pedigree
peep: peep,peeped
peer: peered,peers
peerage: peerage
pen: pen
pencil: pencil
pendulous: pendulous
penetrate: penetrating
penetratingly: penetratingly
peninsula: peninsula
pensive: pensive
pensively: pensively
people: peoples
peopled: peopled
perceive: perceived
perceptibly: perceptibly
perch: perched
percy: percy
perfect: perfect,perfected
perfectibility: perfectibility
perfection: perfection
perfectly: perfectly
perforce: perforce
perform: perform,performed,performing,performs
performance: performance,performances
performer: performer,performers
perfume: perfume
period: period,periods
periodic: periodic
periodically: periodically
peripatetic: peripatetic
perish: perished
permanence: permanence
permanent: permanent
permanently: permanently
permission: permission
permit: permit,permitted
perpendicular: perpendicular
perpendicularly: perpendicularly
perpetual: perpetual
perpetually: perpetually
persecute: persecute,persecuting
persecution: persecution
persevere: persevere
persist: persist,persisting
persistence: persistence
person: people,person,persons
personal: personal
personality: personalities,personality
personally: personally
perspiration: perspiration
persuade: persuading
persuasion: persuasion
perverse: perverse
perversely: perversely
pessimism: pessimism
pest: pest
pestilence: pestilences
petal: petals
petals: petals
peter: peter
petrified: petrified
pew: pew
phantasmagorical: phantasmagorical
phantom: phantom
pharos: pharos
phenomenon: phenomena,phenomenon
phillis: phillis
philosopher: philosophers
philosophic: philosophic
philosophical: philosophical
philosophy: philosophies,philosophy
phrase: phrase,phrases
physical: physical
physically: physically
physician: physicians
piano: piano
pianola: pianola
piccadilly: piccadilly
pick: pick,picked
pickle: pickled
picture: picture,pictured,pictures
picturesque: picturesque
piebald: piebald
piece: piece,pieces
pierce: piercing
piercingly: piercingly
piety: piety
pig: pig,pigs
piggery: piggery
pigmy: pigmy
pile: pile,piled
pillar: pillar,pillars
pillow: pillow,pillows
pin: pinned
pink: pink
pinnacle: pinnacle
pious: pious
pipe: pipe,pipes
pique: piqued
pistol: pistol
pit: pit,pits
pitch: pitch
pitiful: pitiful
pity: pity
piu: piu
placard: placard
placid: placid
placing: placing
plague: plague,plagues
plain: plain
plait: plaited
plan: plan,planned,planning
plane: plane,planes
plant: plant,planted
plate: plate,plates
platform: platform
platonic: platonic
play: play,played,playing,plays
player: players
pleasant: pleasant,pleasanter
pleasantly: pleasantly
pleased: pleased
pleasing: pleasing
pleasure: pleasure,pleasures
plentiful: plentiful
plenum: plenum
plod: plodded
plot: plot
pluck: plucked
plum: plum
plume: plumes
plump: plump
plunge: plunged
pocket: pocket,pockets
poem: poem,poems
poet: poet,poets
poetical: poetical
poetry: poetry
pointer: pointer
pointless: pointless
pole: poles
poles: poles
policeman: policeman
polished: polished
polite: polite
politely: politely
politeness: politeness
political: political
politics: politics
polynesia: polynesia
polynesian: polynesian
pompeii: pompeii
pond: pond
ponderous: ponderous
ponderously: ponderously
pony: ponies
pool: pool
poor: poor,poorer
pop: pop,popped
popery: popery
poplar: poplar
poppy: poppies
population: population
porcelain: porcelain
porch: porch
pore: pored
porridge: porridge
port: port
portentous: portentous
portentously: portentously
porter: porter
portfolio: portfolio
portland: portland
portrait: portrait,portraits
portugal: portugal
pose: pose
position: position
positively: positively
posse: posse
possess: possess,possessed,possesses,possessing
possession: possession
possessor: possessor
possibility: possibilities,possibility
post: post,posted,posts
postage: postage
postcard: postcard
posterior: posteriors
postpone: postponed
postscript: postscript
postulate: postulate
pot: pot
potential: potential
potentiality: potentialities
pounce: pounced
pound: pound,pounds
pour: pour,poured,pours
poverty: poverty
powder: powdered
powdery: powdery
power: power,powers
powerful: powerful
practical: practical
practically: practically
practice: practice
practise: practise,practised,practising
praise: praised
pray: pray
prayer: prayer
preach: preached,preaching
preacher: preachers
preaching: preaching
precarious: precarious
precariously: precariously
precede: preceded,preceding
precept: precepts
preceptor: preceptor
precious: precious
precipice: precipices
precipitately: precipitately
precipitous: precipitous
precipitously: precipitously
precise: precise
precisely: precisely
precision: precision
precursor: precursors
predict: predicted
prediction: prediction,predictions
preening: preening
prefer: prefer,preferred
preferable: preferable
pregnant: pregnant
prejudice: prejudices
preliminary: preliminary
prelude: prelude
premonitory: premonitory
preoccupation: preoccupations
preoccupy: preoccupied
preparatory: preparatory
prepare: prepare,prepared,preparing
prepared: prepared
preponderate: preponderate
preposterous: preposterous
prescription: prescriptions
presence: presence
presentiment: presentiment,presentiments
preserve: preserve,preserved
preside: presided
press: press,pressed
presume: presume,presumed
presumptuous: presumptuous
pretend: pretend,pretended,pretending
preternaturally: preternaturally
pretext: pretext
pretty: pretty
prevalence: prevalence
prevent: prevent,prevented
previous: previous
prey: prey
prick: pricks
pride: pride
primary: primary
prime: prime,primed
primitive: primitives
principal: principal
principle: principle,principles
print: print,printed,prints
printer: printer
printing: printing
priscilla: priscilla
prison: prison
privacy: privacy
private: private
privately: privately
privilege: privilege
privy: privies,privy
probe: probing
proceed: proceeded
proceeding: proceeding
proceeds: proceeds
process: process,processes
processing: processing
proclaim: proclaimed,proclaiming
prodigious: prodigious
produce: produce,produced,producing
product: product,products
production: production,productions
professional: professional
professor: professor
professors: professors
proffer: proffer,proffered
proficient: proficient
profile: profile
profit: profit,profited,profits
profound: profound,profounder,profoundest
profoundly: profoundly
progress: progress
prohibition: prohibition
project: project,projected,projecting,projects
prolonged: prolonged
promenade: promenade
prominence: prominence
prominently: prominently
promise: promise,promised
promising: promising
promote: promoting
promotion: promotion
promptitude: promptitude
pronged: pronged
pronounce: pronounce,pronounced,pronouncing
pronounced: pronounced
pronouncement: pronouncement
pronunciation: pronunciation
proof: proof
proofread: proofread
propagate: propagated
propagation: propagation
proper: proper
property: property
prophecy: prophecy
prophesy: prophesied
prophet: prophet
prophetic: prophetic
proportion: proportion,proportioned,proportions
proportionable: proportionable
proposal: proposal
propose: propose,proposed
proposition: proposition
proprietary: proprietary
prose: prose
prospect: prospect
prosperous: prosperous
prostrate: prostrate
protect: protect,protected
protection: protection
protective: protective
protector: protector
protest: protested
prove: prove,proved
provencal: provencal
proverbs: proverbs
provide: provide,providing
providence: providence
providentially: providentially
provision: provision,provisions
provoke: provoked,provoking
prudence: prudence
prudent: prudent
prussian: prussian
psychical: psychical
psychologist: psychologists
psychology: psychology
public: public
publicly: publicly
publish: publish,published
pucker: puckered,puckers
pudding: pudding,puddings
pudic: pudic
puff: puff
pug: pug,pugs
pull: pulled,pulling
pullulation: pullulation
pulpit: pulpit
pulse: pulse
pulsing: pulsing
pump: pump
punctilious: punctilious
punctuate: punctuated
puncture: punctured
punitive: punitive
purchase: purchase
pure: pure
purification: purification
puritan: puritan
puritans: puritans
purple: purple
purpose: purpose,purposes
pursue: pursued,pursuing
pursuit: pursuit
push: push,pushed
putrefy: putrefying
putti: putti
puzzle: puzzled
puzzled: puzzled
pyjama: pyjama
pyjamas: pyjamas
pyrotechnical: pyrotechnical
quack: quack,quacking
quacking: quacking
quaint: quaint
quaintness: quaintness
qualified: qualified
quality: qualities,quality
quantity: quantities
quarry: quarry
quart: quart
quarter: quarter,quarters
quarto: quarto
quatrain: quatrain
queen: queen
queenly: queenly
queer: queer
question: question,questioned,questions
questioning: questioning,questionings
questioningly: questioningly
queue: queue
quick: quick
quicken: quickened
quickness: quickness
quiescent: quiescent
quiet: quiet
quietist: quietist
quietly: quietly
quill: quill
quire: quire
quiver: quivered,quivering
quotation: quotation,quotations
quotations: quotations
quote: quoted,quoting
quotidian: quotidian
ra: ra
rabbit: rabbit,rabbits
rabelais: rabelais
race: race,races
racing: racing
rack: rack
radiate: radiated
radium: radium
radius: radius
rag: rags
rage: raging
ragtime: ragtime
raid: raids
rain: rain,rained
raise: raise,raised,raising
ram: rams
ramblingly: ramblingly
random: random
randomly: randomly
range: range,ranged
rapid: rapid
rapidity: rapidity
rapidly: rapidly
rapine: rapine
rapping: rapping
rare: rare,rarer
rarely: rarely
rat: rat,rats
rate: rate
ratiocination: ratiocination
rational: rational
ravage: ravaged
raven: raven,ravens
ravishingly: ravishingly
raw: raw
ray: rays
razor: razor
reach: reach,reached,reaching
react: react,reacting
reaction: reaction
read: read,reading,reads
readable: readable
reader: reader
reading: reading
readjust: readjusted
ready: ready
real: real
realisation: realisation
realise: realise,realising
realism: realism
realistic: realistic
reality: reality
realize: realized
reap: reaped,reaping
reappear: reappeared
rear: rear
reason: reason,reasons
reasonable: reasonable
reasonableness: reasonableness
reasoning: reasoning
reassure: reassured,reassuring
reassuringly: reassuringly
rebecca: rebecca
rebel: rebels
rebellion: rebellion
rebellious: rebellious
rebelliously: rebelliously
rebound: rebounded
rebuke: rebuke
recall: recalled
recede: receded,receding
receipt: receipt
receive: receive,received,receiving
receiving: receiving
receptive: receptive
recess: recess
reckon: reckon
recognisable: recognisable
recognise: recognise,recognised
recollect: recollecting
recommend: recommended
recompose: recompose
reconstruct: reconstruct,reconstructs
reconvert: reconvert
record: record,recorded,records
recover: recovered,recovering
recross: recrossing
rector: rector
rectory: rectory
recurrent: recurrent
red: red
reddish: reddish
redistribute: redistribute,redistributing
redistributing: redistributing
redistribution: redistribution
redskins: redskins
reduce: reduced
reduplicate: reduplicated
reel: reeling
refer: referred,refers
reference: references
refill: refilled
reflect: reflect,reflected,reflecting
reflectively: reflectively
reform: reform,reformed
reformation: reformation
refrain: refrain
refresh: refresh,refreshes,refreshing
refuge: refuge
refund: refund
refuse: refuse,refused
refuser: refuser
refute: refute
regain: regained
regard: regard,regarded
regency: regency
region: regions
register: registered
regret: regret
regular: regular
regularity: regularity
regularly: regularly
regulate: regulating
regurgitate: regurgitated
reign: reign,reigned
rein: rein
reject: rejected
rejoice: rejoicing
relate: relating
relation: relations
relationship: relationship
relative: relative
relax: relax,relaxed
release: release,released
relentless: relentless
reliable: reliable
relief: relief,reliefs
relieve: relieved
relieved: relieved
relight: relighted
religion: religion,religions
religious: religious
religiously: religiously
relishingly: relishingly
reluctantly: reluctantly
rely: rely
remain: remain,remained,remaining,remains
remains: remains
remark: remark,remarked,remarks
remarkable: remarkable
remarkably: remarkably
remedy: remedies
remember: remember,remembered,remembering
remind: reminds
reminder: reminder
remodel: remodelling
remote: remote
remoteness: remoteness
remoter: remoter
remove: remove,removed
rename: renamed
renew: renewed,renewing
renewal: renewal
renowned: renowned
repair: repaired
repeat: repeat,repeated,repeating
repel: repelled
repent: repent
repentance: repentance
repeopled: repeopled
replace: replace,replaced,replacing
replacement: replacement
replenish: replenish
repletion: repletion
replica: replica
reply: replied,reply,replying
report: report,reported,reports
repose: repose,reposed,reposing
represent: represent,represented
representation: representation,representations
representationalism: representationalism
representative: representative
repress: repress
repression: repressions
reproach: reproaches
reproduce: reproduce
repulsive: repulsive
request: request,requested
require: require,required,requires
requirement: requirements
resemble: resemble,resembled
resentment: resentment
reservation: reservation,reservations
reserve: reserve
reservoir: reservoir
resign: resign
resignation: resignation
resigned: resigned
resonance: resonance
resound: resounded
resourceful: resourceful
respect: respect
respectable: respectable
respective: respective
respects: respects
respond: respond,responded
response: response
responsibility: responsibility
responsible: responsible
rest: rest,rested,resting
restaurant: restaurant
restful: restful
restless: restless
restlessly: restlessly
restlessness: restlessness
restore: restored
restriction: restrictions
result: result
resume: resumed
retain: retain
retire: retire,retired
retort: retort,retorted
retreat: retreat,retreating
retrospective: retrospective
return: return,returned,returning,returns
reveal: revealed,revealing
revelation: revelation
revenge: revenge
revenue: revenue
revert: reverted
review: review
reviewer: reviewers
revile: reviled
revive: revived
revolt: revolting
revolting: revolting
revolution: revolution
reward: reward
rhapsody: rhapsody
rhetorical: rhetorical
rheumatical: rheumatical
rhubarb: rhubarb
rhyme: rhymed,rhymes
rhythm: rhythm
rhythmic: rhythmic
rhythmical: rhythmical
rib: ribs
ribbon: ribbons
rich: rich,richer
richly: richly
rickety: rickety
rid: rid
ride: ridden,riding,rode
rider: rider
ridge: ridge
ridiculous: ridiculous
riding: riding
rife: rife
righteous: righteous
righteousness: righteousness
rightly: rightly
rigid: rigid
rigidity: rigidity
rimmed: rimmed
ringlet: ringlets
ripe: ripe,ripest
ripen: ripen
ripeness: ripeness
ripple: rippled
rise: rise,risen,rising,rose
risk: risk,risks
rite: rite
rivalry: rivalries
river: river
rivet: riveted
road: road,roads
roar: roared
rob: robbing
robin: robin
robust: robuster
rock: rocks
rococo: rococo
roll: roll,rolling,rolls
roman: roman
romance: romance
romantic: romantic
rome: rome
roof: roof
rook: rook
root: roots
rope: rope,roped
rose: roses
rosemary: rosemary
rosette: rosette
rosily: rosily
rosy: rosy
rot: rot
rough: rough
roughly: roughly
roundabout: roundabout
roundness: roundness
rouse: roused
rout: routs
routine: routines
row: row,rows
rowing: rowing
rowley: rowley
royal: royal
royalty: royalties,royalty
rub: rubbed,rubbing
rubber: rubber
rubens: rubens
ruby: ruby
rude: rude
rudely: rudely
rudeness: rudeness
rue: rue
ruefully: ruefully
ruffian: ruffian
rugbeian: rugbeian
ruin: ruin,ruined
rule: rules
ruler: rulers
rum: rum
ruminate: ruminated
rumour: rumoured
runaway: runaway
rung: rungs
runt: runt
rural: rural
rush: rush,rushed,rushing
ruskinian: ruskinian
russia: russia
russian: russian
rustic: rustic
sack: sack
sacred: sacred
sacrifice: sacrifice
sad: sad,sadder
sadly: sadly
safe: safe,safer,safest
safely: safely
safety: safety
sag: sagged,sagging
sage: sage
sail: sailed,sails
sainte: sainte
sake: sake
sale: sale
sallies: sallies
salt: salt,salted
salute: salute
salver: salver
sand: sand
sane: sane
sanitary: sanitary
sanitation: sanitation
sanity: sanities,sanity
sap: sapped
sapiens: sapiens
sapling: sapling
sarcophagus: sarcophagus
satan: satan
satisfaction: satisfaction
satisfactory: satisfactory
satisfied: satisfied
satisfying: satisfying
saturday: saturday
saurian: saurian
savage: savage,savages
savagely: savagely
savagery: savagery
save: save
savour: savour,savoured
sawing: sawing
scale: scale
scaly: scaly
scandal: scandal
scarce: scarce
scarcely: scarcely
scarlet: scarlet
scatter: scattered
scene: scene,scenes
scent: scent,scented
sceptres: sceptres
scheme: scheme,schemes
scholarly: scholarly
school: school
schooling: schooling
science: science
scientific: scientific
scientifically: scientifically
scoop: scoop,scooped
scope: scope
scorn: scorn
scornfully: scornfully
scowl: scowled
scrabble: scrabbling
scrap: scrap
scrape: scraping
scratch: scratch,scratched,scratching
scream: scream,screamed,screams
screech: screeched
screen: screen
screw: screwed
scribble: scribbled,scribbling
sculpture: sculpture,sculptured,sculptures
sculptured: sculptured
scurf: scurf
scutcheon: scutcheon
scythe: scythe
sea: sea
seal: seal,sealed
search: search
season: season,seasons
seat: seat,seated,seats
seclusion: seclusion
secrecy: secrecy
secret: secret,secrets
secure: secure
sedan: sedan
seduction: seductions
seed: seed,seeds
seek: seek,seeking,seeks,sought
seemingly: seemingly
seethe: seethed
seething: seething
seicento: seicento
seize: seize,seized,seizing
seldom: seldom
select: select,selected
selection: selection
sell: sell,sold
semblance: semblance
send: send,sending,sends
seneca: seneca
sensation: sensation,sensations
sense: sense
senseless: senseless
sensibility: sensibility
sensitive: sensitive
sensual: sensual
sentence: sentence
sententiously: sententiously
sentiment: sentiments
separate: separate,separated
september: september
sepulchrally: sepulchrally
serbia: serbia
serene: serene
serenely: serenely
serenity: serenity
serf: serfs
series: series
seriousness: seriousness
sermon: sermon,sermons
servant: servant,servants
serve: served
service: service
set: set,sets,setting
setter: setters
setting: setting
settle: settle,settled,settling
seventeen: seventeen
seventeenth: seventeenth
seventh: seventh
sever: severed
severance: severance
severe: severe
severely: severely
severest: severest
sewage: sewage
sex: sex,sexes
sexual: sexual
sha: sha
shabby: shabby
shade: shade,shaded,shading
shadeless: shadeless
shadow: shadow,shadows
shadowy: shadowy
shady: shady
shaft: shaft,shafts
shake: shake,shaken,shaking,shook
shakespeare: shakespeare
shamble: shambled
shamblingly: shamblingly
shame: shame
shank: shanks
shape: shape,shaped,shapes
share: share,shared,sharing
sharp: sharp
sharply: sharply
shatter: shattered,shattering
shave: shaved
shaven: shaven
sheeny: sheeny
sheep: sheep
sheer: sheer
sheet: sheet,sheets
shelf: shelf,shelves
shelley: shelley
shelter: shelter
shelve: shelving
shepherd: shepherd
shetland: shetland,shetlands
shetlands: shetlands
shift: shift
shilling: shilling
shimmering: shimmering
shine: shining,shone
ship: ship,ships
shirt: shirt
shoe: shoes
shoot: shoot
short: short,shorter
shot: shot
shoulder: shoulder,shoulders
shout: shout,shouted,shouting,shouts
shower: shower
shrill: shrill
shrilly: shrilly
shrine: shrine
shrink: shrank,shrinking
shrug: shrug,shrugged
shudder: shudder
shuffle: shuffle,shuffled
shuffling: shuffling
shut: shut,shutting
shutter: shuttered
shy: shied,shies,shy
shyness: shyness
sibilant: sibilant
sick: sick
sideboard: sideboard
sideways: sideways
sienese: sienese
sigh: sigh,sighed
sight: sight,sights
sighted: sighted
sign: sign,signs
significance: significance
signify: signify
silence: silence,silences
silent: silent
silently: silently
silesia: silesia
silhouette: silhouette
silk: silk
silliness: silliness
silly: silly
silver: silver
silvery: silvery
simile: simile
simon: simon
simple: simple,simpler
simplicity: simplicity
simplification: simplification
simply: simply
simulate: simulating
simultaneous: simultaneous
sin: sin
sinful: sinful
sing: sang,sing,singing,sings,sung
singer: singers
singing: singing
single: single
sinister: sinister
sink: sank,sinking,sinks,sunk
sip: sips
siphon: siphon
sir: sir
sister: sisters
sit: sat,sit,sits,sitting
sitter: sitter
sitting: sitting
situation: situation
sixpence: sixpence
sixteen: sixteen
sixteenth: sixteenth
size: size,sizes
sketch: sketches,sketching
skin: skin
skip: skipped
skirmish: skirmish
skirt: skirt,skirts
skittle: skittles
skull: skull,skulls
sky: sky
slack: slack
slacken: slackened
slam: slammed
slant: slanting
slap: slap
slash: slashed
slaughter: slaughter
slave: slave
slaver: slaver
slavery: slavery
slay: slain
sleek: sleek
sleep: sleep,sleeping,sleeps,slept
sleeping: sleeping
sleepless: sleepless
sleepy: sleepy
sleeve: sleeve
slender: slender
slice: slice
slide: slid,slide
slight: slight,slightest
slighter: slighter
slim: slim
slink: slunk
slip: slipped,slips
slit: slit
slope: slope,sloped,slopes,sloping
slough: slough
slow: slow,slower
slowly: slowly
slumbering: slumbering
smack: smacks
smallness: smallness
smallpox: smallpox
smart: smart
smell: smell,smelling,smells,smelt
smile: smile,smiled,smiling
smite: smite,smote
smith: smith
smoke: smoke,smoked,smoking
smooth: smooth
smoulder: smouldering
smut: smut
snake: snakes
snap: snapped
sniff: sniffed
snort: snorting
snow: snow
snuff: snuffed
snug: snug
soar: soared
sob: sobbed
sober: sober,sobered
soberly: soberly
social: social
society: society
socket: socket,sockets
socrates: socrates
soda: soda
sodom: sodom
sofa: sofa
soft: soft
softly: softly
soil: soiled
solace: solace
sole: sole
solely: solely
solemn: solemn
solemnity: solemnity
solemnly: solemnly
solicit: solicit
solicitation: solicitation
solicitous: solicitous
solicitously: solicitously
solicitude: solicitude
solid: solid
solidarity: solidarity
solidity: solidity
solidly: solidly
solitariness: solitariness
solitary: solitary
solitude: solitude
solomon: solomon
solution: solution
sombre: sombre
somerset: somerset
somnambulist: somnambulist
son: son,sons
song: song,songs
sonorous: sonorous
soothe: soothing
soothingly: soothingly
sophisticated: sophisticated
sorceress: sorceress
sort: sort
soul: soul,souls
sound: sound,sounded,sounding,sounds
soundless: soundless
soup: soup
sour: sour
source: source
soutane: soutane
south: south
sow: sow
space: space
spacious: spacious
spain: spain
spaniel: spaniels
spanish: spanish
spare: spare,spared
spavin: spavin
speak: speak,speaking,spoke,spoken
special: special
species: species
specific: specific
specimen: specimen,specimens
spectacle: spectacle
spectacles: spectacles
spectator: spectators
speculation: speculations
speech: speech
speechless: speechless
speechlessly: speechlessly
speed: speed
spell: spell,spells
spellbound: spellbound
spelling: spelling
spend: spend,spending,spends,spent
spew: spews
sphere: sphere
spike: spikes
spiked: spiked
spill: spilt
spilt: spilt
spindly: spindly
spiral: spirals
spirit: spirit,spirits
spiritual: spiritual
spiritualism: spiritualism
spite: spite
splash: splash,splashing
splendid: splendid
splendidly: splendidly
spoil: spoils
spontaneous: spontaneous
spoonful: spoonful,spoonfuls
sport: sport,sported,sports
sporting: sporting
sportively: sportively
spotted: spotted
sprawl: sprawling
spread: spread,spreading
sprig: sprig
sprightly: sprightlier
spring: sprang,spring,sprung
sprout: sprouted
spurs: spurs
spurt: spurted
square: square
squeal: squeal,squealing
squeeze: squeezed,squeezing
squelch: squelch
squire: squire
squirt: squirting
stab: stabbed
stable: stable,stables
stack: stack
staff: staff
stage: stage,stages
stagger: staggered
staggering: staggering
stain: stained
stair: stair,stairs
staircase: staircase
stale: stale
stamp: stamped,stamping,stamps
stanch: stanches
stand: stand,standing,stood
standard: standard,standards
standardise: standardise
standstill: standstill
star: stars
stare: stared,staring
stark: stark
starry: starry
stars: stars
start: start,started,starting
startle: startled
startled: startled
startling: startling
startlingly: startlingly
stately: stately
statement: statements
statesman: statesman
station: station,stations
statue: statues
stature: stature
status: status
stay: stay,stayed,staying
steadily: steadily
steady: steady
steal: steals
stealth: stealth
steam: steam
steel: steel
steep: steep,steeper
steeply: steeply
stem: stem
stentorian: stentorian
step: step,stepped,stepping,steps
stephen: stephen
sterilise: sterilised
sterility: sterility
steward: steward
stick: stick,stuck
stile: stile
stillness: stillness
stimulus: stimulus
stink: stinking
stipple: stippled
stir: stir,stirred,stirring
stock: stock,stocked,stocks
stomach: stomach
stone: stone,stones
stones: stones
stool: stool
stoop: stooping
stopping: stopping
store: store,stored
storm: storm
story: story
stout: stout
straight: straight
straighten: straightened
strain: strained,strains
strange: strange
strangely: strangely
stranger: stranger
strangle: strangled
strawberry: strawberries
strawy: strawy
stray: stray
streak: streaked
stream: stream
street: streets
strength: strength
stretch: stretch,stretched,stretches,stretching
stretti: stretti
strict: strict
stride: strides,striding
strife: strife
strike: strike,struck
string: string
strip: strip
striped: striped
strive: striving
stroke: stroke
stroll: strolled
strong: strong,stronger
structure: structure
struggle: struggle,struggled,struggling
stubborn: stubborn
stubby: stubby
stud: stud
studiedly: studiedly
studio: studio
studious: studious
study: studies,study
stuff: stuff
stuffy: stuffy
stunt: stunt
stupid: stupid
stupidity: stupidity
sturdy: sturdy
sty: sty
stye: styes
style: style
subconscious: subconscious
subject: subject,subjects
subscribe: subscribe,subscribed
subterranean: subterranean
subtle: subtle
