abandon: abandon,abandoned
agitator: agitator,agitators
agony: agony
agree: agree,agreeing
agreement: agreement
aid: aid
aim: aim,aimed,aims
aimless: aimless
air: air
akin: akin
alacrity: alacrity
alarm: alarm
alas: alas
albany: albany
alcoholic: alcoholic
alcove: alcove
alderman: alderman
aldermen: aldermen
ale: ale
alert: alert
alike: alike
alive: alive
allege: alleged
alleged: alleged
allegiance: allegiance
allen: allen
alleviate: alleviate
alley: alley,alleys
allot: allotting
allotment: allotment
allowable: allowable
allowance: allowance
allude: alluded
ally: allied,allies,ally
almighty: almighty
almond: almond
almoner: almoner
alms: alms
almshouse: almshouse
altar: altar
alternative: alternative
altogether: altogether
amateur: amateur
amazement: amazement
amazingly: amazingly
amber: amber
ambition: ambition,ambitions
ambitious: ambitious
ambulance: ambulance
america: america
american: american
ammunition: ammunition
ample: ample
amply: amply
amusement: amusement
amusing: amusing
anarchism: anarchism
anarchist: anarchist,anarchists
anarchists: anarchists
ancient: ancient
angels: angels
anger: anger
angle: angle,angles
angry: angry
anguish: anguish
animal: animal,animals
ankle: ankle
ann: ann
annex: annex,annexed
annoyance: annoyance
annual: annual
annually: annually
annum: annum
answer: answer,answered,answering,answers
antagonism: antagonism
antecedent: antecedents
anticipate: anticipated
antonia: antonia
anxious: anxious
apartment: apartment,apartments
apex: apex
apiece: apiece
apologetically: apologetically
apologize: apologizing
apology: apology
apostle: apostles
appalling: appalling
apparent: apparent
appeal: appeal,appeals
appeals: appeals
appearance: appearance,appearances
appendix: appendix
appetite: appetite
appetizing: appetizing
applause: applause
apple: apple
application: application
apply: applied,apply,applying
appoint: appointed
apportion: apportioned
appreciable: appreciable
apprehension: apprehension
apprenticeship: apprenticeship
approach: approach,approached,approaching
appropriately: appropriately
appropriation: appropriation,appropriations
approval: approval
apron: apron,aprons
apt: apt
aptly: aptly
aqueduct: aqueduct
arab: arab,arabs
arabia: arabia
arbitrary: arbitrary
arbitration: arbitration
arched: arched
architectural: architectural
argue: argue,argues,arguing
argument: argument,arguments
aristocracy: aristocracy
aristocratic: aristocratic
arithmetic: arithmetic
arm: arm,arms
armed: armed
armful: armful
army: armies,army
arouse: aroused,arouses
arraign: arraigned
arraignment: arraignment
arrangement: arrangement
arrant: arrant
array: array
arrest: arrest,arrested,arresting,arrests
arrival: arrival,arrivals
art: art
article: article,articles
artificial: artificial
artisan: artisan
artist: artist
artlessly: artlessly
ascribe: ascribed
ash: ash,ashes
ashore: ashore
asleep: asleep
aspect: aspect
aspiration: aspiration
aspire: aspiring
assault: assault,assaults
assert: assert,asserts
assertion: assertion,assertions
assign: assigns
assimilation: assimilation
assist: assisted
assistance: assistance
associate: associates,associating
association: association,associations
assorted: assorted
assume: assume,assumed,assumes,assuming
assumption: assumption
assurance: assurance
assure: assured,assuring
assuredly: assuredly
astonished: astonished
astonishing: astonishing
astonishment: astonishment
astor: astor
astray: astray
asylum: asylum,asylums
athwart: athwart
atlantic: atlantic
atmosphere: atmosphere
atonement: atonement
atrocious: atrocious
attach: attached,attaches
attachment: attachment
attack: attack,attacked
attain: attain,attained,attaining
attainment: attainments
attempt: attempt,attempted,attempts
attend: attend,attended,attending
attendance: attendance
attendant: attendant
attention: attention
attentively: attentively
attic: attic
attire: attire
attitude: attitude
attract: attract,attracting,attracts
attribute: attribute
attuned: attuned
audience: audience
augur: augurs
august: august
auspices: auspices
author: author
authority: authorities,authority
autocratic: autocratic
avail: avail,availed
avarice: avarice
avenge: avenge,avenging
avenue: avenue,avenues
avenues: avenues
aver: aver
average: average,averaged,averages,averaging
avert: averted
avoid: avoid,avoided
await: await,awaited,awaiting,awaits
awake: awake
awaken: awaken
awakening: awakening
award: awarded
aware: aware
awful: awful
awkward: awkward
axe: axe
aye: aye
babble: babbling
babe: babe,babes
babel: babel
baby: babies,baby
backbone: backbone
backer: backer,backers
background: background
backsliding: backsliding
bad: bad,worse,worst
badge: badge
badly: badly
baffle: baffling
bag: bag,bags
baggage: baggage
bailiwick: bailiwick
bait: bait
bake: baked
baked: baked
baker: baker
bakery: bakeries
balance: balance,balanced
bald: bald
ball: ball
ballot: ballot
ban: ban
banana: banana
band: band,bands
bandage: bandage
bandanna: bandanna,bandannas
bandit: bandit,bandits
bandits: bandits
banish: banish,banished,banishes
bank: bank,banks
banker: banker,bankers
bankrupt: bankrupt
baptist: baptist
bar: bar,barred,barring,bars
barbarian: barbarian
barbarism: barbarism
barber: barber
bare: bare
barely: barely
bargain: bargain,bargaining
bargaining: bargaining
barge: barge
barkeeper: barkeeper
barometer: barometer
baron: baron
barrack: barrack
barracks: barracks
barrel: barrel,barrels
barren: barren
barrier: barrier,barriers
barrow: barrow
bartender: bartender
barter: barter,bartered
base: base,based
basement: basement,basements
basis: basis
basket: basket,baskets
basketful: basketful
baste: basted
basting: basting
bat: bats
batch: batch,batches
bath: baths
battalion: battalions
battery: battery
battle: battle,battles
baxter: baxter
bay: bay
bayard: bayard
bead: beads
beam: beams
bean: bean,beans
bear: bear,bearing,bears,bore,born,borne
beard: beard
bearing: bearing
beast: beast,beasts
beat: beat,beaten,beating,beats
beating: beating
beau: beau
beautiful: beautiful
beauty: beauty
beckon: beckons
bed: bed,beds
bedroom: bedroom,bedrooms
bedside: bedside
bedtime: bedtime
bee: bee
beef: beef
beer: beer
befitting: befitting
beg: beg,begged,begging,begs
beget: begat,begotten
beggar: beggar,beggars
beggary: beggary
begrime: begrimed
behalf: behalf
behave: behave,behaves
behold: behold
belated: belated
beldame: beldame
belief: belief
believer: believer
bell: bell,bells
bellevue: bellevue
belong: belong,belonged,belongs
belongings: belongings
beloved: beloved
belt: belt,belts
bench: bench,benches
bend: bend,bending,bent
beneath: beneath
benefaction: benefactions
beneficent: beneficent
benefit: benefit
benevolent: benevolent
bent: bent
berth: berth,berths
beset: beset
bespeak: bespoke
bestow: bestow
betake: betake
betray: betray,betraying,betrays
bewilder: bewildering
bewildering: bewildering
bid: bade
bidder: bidder
bide: bides
bier: bier
bigotry: bigotry
bin: bin
bind: binds,bound
bird: bird,birds
birth: birth
bit: bit
bite: bite,biting
bitter: bitter
bitterness: bitterness
black: black,blacking,blacks
blacker: blacker
blacklist: blacklist
blackmail: blackmailing
blacksmith: blacksmith
blade: blade
blake: blake
blame: blame,blamed
blank: blank
blanket: blanket,blankets
blast: blasted
blazes: blazes
blessing: blessing,blessings
blight: blighted,blighting
blind: blind,blinded,blinding
blindly: blindly
blindman: blindman
bliss: bliss
blithesome: blithesome
block: block,blocked,blocks
blood: blood
bloody: bloody
blossom: blossom
blot: blots,blotting
blotting: blotting
blouse: blouse
bloused: bloused
blow: blow,blowing,blows
blue: blue,bluest,bluing
bluff: bluff
blur: blurring
board: board,boards
boarder: boarder,boarders
boarding: boarding
boast: boast,boasted,boasts
boat: boat,boats
bode: bodes
bodied: bodied
bodily: bodily
body: bodies,body
bogus: bogus
bohemia: bohemia
bohemian: bohemian
bohemians: bohemians
boil: boiling
boiler: boiler,boilers
boisterous: boisterous
bold: bold,boldest
boldly: boldly
boldness: boldness
bolt: bolt
bond: bonds
bondage: bondage
bone: bone,bones
boodle: boodle
book: book,books
bookbinding: bookbinding
boot: boot,boots
booth: booths
border: borders
borderland: borderland
borrow: borrow,borrowed
bosom: bosom
boss: boss,bosses
boston: boston
bother: bother,bothers
bottle: bottle
bound: bound
boundary: boundaries,boundary
bounty: bounty
bow: bow
bowels: bowels
bower: bower
bowery: bowery
bowl: bowl
bowlder: bowlder
box: box,boxes
boxing: boxing
boy: boy,boys
boyhood: boyhood
braid: braided
brain: brain,brains
branch: branch
brand: brand
brass: brass
bravado: bravado
brave: brave,braved
brawny: brawny
bread: bread
break: break,breaks,broke,broken
breaker: breakers
breakfast: breakfast
breast: breast,breasts
breath: breath
breathe: breathe,breathed,breathes
breathing: breathing
breed: bred,breed,breeding
breeze: breeze
brethren: brethren
brew: brewed
brewer: brewer
brewery: brewery
brick: brick,bricks
bridal: bridal
bridge: bridge,bridges,bridging
brigade: brigades
bright: bright,brighter,brightest
brighten: brightened
brightness: brightness
brim: brim
bring: bring,bringing,brings,brought
brink: brink
brisk: brisk
broad: broad
broadly: broadly
broadway: broadway
brogue: brogue
broken: broken
broker: broker
brood: brood
brooklyn: brooklyn
broom: broom
broth: broth
brother: brother,brothers
brow: brow,browed
brown: brown
bruise: bruised,bruises
bruiser: bruiser
brush: brush
brutal: brutal
brutality: brutality
brute: brutes
buckle: buckle,buckled
bug: bugs
build: build,building,builds,built
builder: builder,builders
building: building,buildings
bulge: bulges
bulk: bulk
bullet: bullet
bully: bully
bulwark: bulwark
bum: bum
bump: bumped
bunco: bunco
bundle: bundle,bundles
bunk: bunk,bunks
bunks: bunks
burden: burden,burdens
bureau: bureau
burgher: burgher
burglar: burglar,burglars
burial: burial,burials
burn: burn,burned,burning
burning: burning
burrow: burrow,burrowed,burrowing,burrows
burst: burst
bury: buried,bury
burying: burying
business: business
bust: busted
bustle: bustle
busy: busied,busiest,busy,busying
butcher: butcher
butter: butter
button: button,buttons
buttonhole: buttonholes
buyer: buyer,buyers
byway: byways
cabal: cabal
cabalistic: cabalistic
cabbage: cabbage,cabbages
cain: cain
cake: cake
calculate: calculated
calculation: calculation,calculations
calico: calico
california: california
caller: callers
calling: calling
calm: calm
calmly: calmly
calmness: calmness
calvary: calvary
camera: camera
camp: camping
campaign: campaign
canal: canal,canals
candle: candle
candy: candy
cane: cane
canon: canon
canvas: canvas
canvass: canvass
cap: caps
capable: capable
capacity: capacity
cape: cape
capital: capital
capitalist: capitalists
caprice: caprice
captain: captain
captive: captive
capture: capture,captured
car: car
card: card,cards
cardinal: cardinal
care: care,cared,cares
career: career
careful: careful
carefully: carefully
careless: careless
cargo: cargo
carouse: carouse
carpenter: carpenters
carriage: carriage,carriages
carrier: carrier
carry: carried,carries,carry,carrying
carrying: carrying
cart: cart,carts
carve: carving
cash: cash
cashier: cashier
cast: cast,casts
caste: caste
castle: castle
cat: cat
catalogue: catalogue
catch: catch,caught
catechize: catechized
category: category
catholics: catholics
caucasian: caucasian,caucasians
caution: caution
cave: cave
cease: cease,ceased,ceases
cedar: cedar
ceiling: ceiling
celebrate: celebrate
celebrated: celebrated
celebration: celebration
celebrity: celebrities
celestial: celestial
cell: cell,cells
cellar: cellar,cellars
celt: celt
celtic: celtic
cemetery: cemetery
census: census
cent: cent,cents
centage: centage
central: central
centre: centre,centres
centurion: centurions
century: centuries,century
ceremonial: ceremonial
ceremony: ceremony
certificate: certificate
cessation: cessation
chaff: chaff
chain: chain,chained
chair: chair,chairs
chalk: chalking
challenge: challenge,challenged,challenges
champion: champion
chance: chance,chances
change: change,changed,changing
changing: changing
channel: channels
chapel: chapels
chaplain: chaplain
chapter: chapter
character: character,characters
characteristic: characteristic
characterize: characterized
charge: charge,charged,charges,charging
chariot: chariot
charitable: charitable
charitably: charitably
charities: charities
charity: charities,charity
charles: charles
chase: chased,chasing
chat: chatted
chattel: chattel
chatter: chatter
chay: chay
cheap: cheap,cheaper,cheapest
cheapness: cheapness
cheat: cheated
check: check
cheek: cheek
cheekily: cheekily
cheer: cheer
cheerful: cheerful
cheerfulness: cheerfulness
cheerless: cheerless
cheery: cheery
cherish: cherished
cherry: cherry
chew: chew
chicken: chicken,chickens
chief: chief
chiefly: chiefly
child: child,children
childhood: childhood
children: children
chill: chill
chilly: chilly
chimney: chimney
chin: chin
china: china
chinaman: chinaman
chinamen: chinamen
chinatown: chinatown
chinese: chinese
chip: chip,chipped
choice: choice
cholera: cholera
choose: choose,chooses,chose,chosen
christ: christ
christen: christened
christian: christian,christians
christianity: christianity
christmas: christmas
chronicle: chronicle
chum: chums
church: church,churches
churn: churning
chute: chute,chutes
cigar: cigar,cigars
cigarette: cigarette
circle: circle
circulation: circulation
circumstance: circumstance,circumstances
circumvent: circumventing
circus: circus
cite: cited
citizen: citizen,citizens
citizens: citizens
citizenship: citizenship
city: cities,city
civil: civil
civilization: civilization
clad: clad
claim: claim,claimed,claims
clammy: clammy
clamor: clamor
clamoring: clamoring
class: class,classed,classes
classification: classification
clatter: clatter
claw: claw
clay: clay
clean: clean,cleaner,cleaning
cleaner: cleaner
cleaning: cleaning
cleanliness: cleanliness
cleanly: cleanly
cleanse: cleansed
clergyman: clergyman,clergymen
clerk: clerk,clerks
cleveland: cleveland
clever: clever
clew: clew
climax: climax
climb: climb,climbed,climbing
clime: clime
clinch: clinch
cling: clung
clink: clink
cloak: cloak,cloaks
clock: clock
close: close,closed,closer,closes,closest,closing
closed: closed
closely: closely
closeness: closeness
closet: closets
closing: closing
cloth: cloth
clothe: clad,clothe
clothes: clothes
clothing: clothing
cloud: cloud
cloudless: cloudless
club: club,clubbed,clubs
clumsy: clumsy
cluster: cluster
clutch: clutch,clutches
coach: coach
coal: coal
coarse: coarse
coast: coast
coat: coat,coats
coax: coaxed
cobwebs: cobwebs
code: code
coerce: coerce
coffee: coffee
coffer: coffers
coffin: coffin,coffins
coin: coining,coins
coincidence: coincidence
cold: cold,coldest
collar: collar
collect: collect,collected,collecting
collective: collective
collector: collector
college: college
collins: collins
colonel: colonel
colonization: colonization
colony: colonies,colony
color: color,colored,colors
colored: colored
colossal: colossal
column: columns
combat: combat
combativeness: combativeness
combination: combination
combine: combine,combined
comely: comely
comer: comer
comfort: comfort,comforted,comforts
comfortable: comfortable
comfortably: comfortably
comic: comic
command: command
comment: comment,commented,commenting
commercial: commercial
commingling: commingling
commiseration: commiseration
commission: commission
commissioner: commissioners
commissioners: commissioners
commit: commit,committed,committing
commitment: commitment
committee: committee
commodity: commodity
common: common,commonest
commonly: commonly
commotion: commotion
communication: communication
community: communities,community
compact: compact
companion: companion
companionship: companionship
company: companies,company
comparative: comparative
comparatively: comparatively
compare: compared,comparing
comparison: comparison
compeer: compeers
compel: compel,compelled,compels
compelled: compelled
compelling: compelling
compensation: compensation
competent: competent
competition: competition
competitor: competitor
complacency: complacency
complain: complain,complained,complains
complainant: complainant
complaint: complaint,complaints
complement: complement
complete: complete,completing
completely: completely
compliment: compliment
comport: comports
compose: composed
compound: compound
comprise: comprising
compulsion: compulsion
computation: computation
comrade: comrades
conceal: conceal,conceals
conceive: conceive,conceived
concentration: concentration
conception: conception
concern: concern,concerned,concerns
concerned: concerned
concert: concerts
conclusion: conclusion
conclusive: conclusive
concoction: concoctions
concurrent: concurrent
condemn: condemned,condemns
condemnation: condemnation
condition: condition,conditions
conduct: conduct,conducting
conductor: conductors
conference: conference
confess: confess,confessed
confession: confession
confessor: confessor
confide: confided,confiding
confidence: confidence
confident: confident
confidently: confidently
confine: confined
confirm: confirmed
conflict: conflict,conflicts
conform: conforming
confound: confound,confounds
confront: confront,confronts
confuse: confused,confuses
confusion: confusion
congenial: congenial
congested: congested
conglomerate: conglomerate
congratulation: congratulation
congregate: congregate
congregation: congregation,congregations
congregational: congregational
congressional: congressional
conjecture: conjecture,conjectures
connect: connecting,connects
connection: connection
conscience: conscience
conscienceless: conscienceless
conscious: conscious
consecutively: consecutively
consent: consent
consequence: consequence
consequent: consequent
conservatism: conservatism
conservative: conservative
considerable: considerable
considerably: considerably
consist: consist,consisted,consists
consistent: consistent
consolation: consolation
conspicuous: conspicuous
conspicuously: conspicuously
conspiracy: conspiracy
constant: constant
constantly: constantly
constitute: constitute,constitutes
constitutional: constitutional
construct: construct,constructed
construction: construction
consult: consult
consume: consuming
consumer: consumer
consumption: consumption
contact: contact
contagion: contagion
contagious: contagious
contemplate: contemplated
contemporary: contemporary
contempt: contempt
content: content
contented: contented
contention: contention
contentious: contentious
contentment: contentment
contents: contents
contest: contest,contests
contested: contested
contiguous: contiguous
continental: continental
contingent: contingent
continual: continual
continually: continually
continue: continue,continued
continuous: continuous
contour: contour
contract: contract,contracts
contractor: contractor,contractors
contradiction: contradiction,contradictions
contrary: contraries,contrary
contrast: contrast,contrasted,contrasts
contribute: contributed,contributing
contribution: contributions
contrivance: contrivance
contrived: contrived
control: control
convenient: convenient
conveniently: conveniently
conventional: conventional
converge: converge
conversion: conversion
convert: converted,converting
convict: convict,convicted
conviction: conviction,convictions
convince: convince
convinced: convinced
cook: cook,cooked,cooking
cooking: cooking
cool: cooling
coolie: coolie
cooling: cooling
coop: coop,coops
cooper: cooper
cop: cops
copper: copper
copyright: copyright
cord: cords
core: core
corn: corn,corned
corner: corner,corners
cornered: cornered
cornice: cornice
coroner: coroner
corporation: corporations
corps: corps
corpse: corpse,corpses
corral: corral,corralled
correct: correct,corrected
correction: correction
correctly: correctly
correctness: correctness
correspond: corresponds
correspondent: correspondent
correspondingly: correspondingly
corrupt: corrupt,corrupted,corrupting,corrupts
corruption: corruption
cosmopolitan: cosmopolitan
cost: cost,costs
costly: costly
costume: costumes
cot: cot,cots
cottage: cottage,cottages
cotton: cotton
couch: couch
cough: cough
council: council,councils
counsellor: counsellor
count: count,counted,counting,counts
counter: counter,counters
counteract: counteract
counterbalance: counterbalance
counterpoise: counterpoise
country: country
countryman: countryman,countrymen
county: county
couple: couple,coupled
coupon: coupons
courage: courage
courageous: courageous
court: court,courts
courtesy: courtesy
cover: cover,covered,covering
covering: covering
cow: cow,cowed,cows
coward: coward
cowardly: cowardly
crack: crack,cracked,cracks
cracksman: cracksmen
cradle: cradle
crafty: crafty
crank: crank
cranny: cranny
crap: craps
crape: crape
craving: craving,cravings
crawl: crawl,crawling
crazy: crazy
creak: creaking
create: created,creating
creature: creature,creatures
credit: credit,credited
creed: creed
creep: creeping,crept
crew: crew
crib: crib
crime: crime,crimes
criminal: criminal,criminals
cripple: cripple,crippled,cripples
crippled: crippled
critic: critic
critical: critical
crook: crook,crooks
crooked: crooked
crop: crop,cropped,crops
crosby: crosby
cross: cross,crossed,crosses
crossing: crossing
crouch: crouch,crouched,crouching
crowd: crowd,crowded,crowding,crowds
crowded: crowded
crowning: crowning
cruel: cruel
cruelly: cruelly
cruelty: cruelty
cruise: cruise
cruller: crullers
crunch: crunches
crush: crushed,crushes
crust: crust
crusty: crusty
crutch: crutches
cubby: cubby
cubic: cubic
cuff: cuffs
culprit: culprit
cultivate: cultivated
cum: cum
cunning: cunning
cup: cup,cups
cupidity: cupidity
cur: cur
curb: curb
cure: cure,cures
curiosity: curiosities,curiosity
curious: curious
curiously: curiously
curl: curl
curly: curly
current: current,currents
curse: curse,cursed,curses
curtail: curtailed
curtain: curtain,curtains
custom: custom,customs
customer: customer,customers
cut: cut,cuts,cutting
cutter: cutter
cutthroat: cutthroats
cutting: cutting
czar: czar
czech: czech,czechs
daily: daily
daisy: daisies
dam: dam
damage: damage,damaged
damages: damages
damaging: damaging
dame: dame
damp: damp
dan: dan
dance: dance
dancing: dancing
danger: danger,dangers
dangerous: dangerous
dangle: dangling
daniel: daniel
daring: daring
dark: dark,darker
darken: darkened
darkness: darkness
darn: darning
dash: dash,dashes
daughter: daughter,daughters
david: david
dawn: dawn,dawned,dawning,dawns
day: day,days
daybreak: daybreak
daytime: daytime
dead: dead
deadly: deadly
deaf: deaf
deal: deal,dealing,deals,dealt
dealer: dealer
dealings: dealings
dearth: dearth
death: death,deaths
debase: debasing
debatable: debatable
debauch: debauch
debt: debt
debtor: debtor
decade: decade
decay: decay,decayed,decaying
decease: deceased
deceive: deceive,deceives
december: december
decency: decency
decent: decent
decently: decently
deception: deception
decide: decided
decipher: deciphered
decisive: decisive
deck: deck,decked
declaration: declaration
declare: declared,declaring
decline: declining
decorate: decorate
decorous: decorous
decrease: decrease,decreases
decree: decree,decrees
decrepit: decrepit
deduct: deduct
deed: deed
deem: deemed
deep: deep,deeper,deepest
deepen: deepening
deeply: deeply
defeat: defeat,defeated
defence: defence,defences
defenceless: defenceless
defiance: defiance
defiantly: defiantly
defilement: defilement
define: defined,defines
deform: deformed
deformity: deformity
deftly: deftly
deftness: deftness
defunct: defunct
degradation: degradation
degrade: degraded
degrading: degrading
degree: degree
delay: delay,delayed
deliberate: deliberate
deliberately: deliberately
delicate: delicate
delight: delight
delinquent: delinquents
deliver: delivers
delusion: delusion
delving: delving
demand: demand,demanding,demands
democratic: democratic
demolition: demolition
demonstrate: demonstrated
demonstration: demonstration
den: den,dens
denial: denial
denizen: denizens
dennis: dennis
denomination: denominations
denounce: denounced,denouncing
dense: dense,denser,densest
densely: densely
density: density
denunciation: denunciation
deny: denied,deny
depart: depart,departed
department: department
depend: depend,depended,depends
dependence: dependence
dependent: dependent
deplete: deplete
deplorable: deplorable
deplore: deplore
deposit: deposit,deposited
depraved: depraved
depravity: depravities,depravity
depredation: depredations
deprive: deprived,depriving
depth: depth
depths: depths
deputation: deputation
derision: derision
descend: descend
descendant: descendants
descent: descent
description: description
desert: desert,deserted
deserted: deserted
desertion: desertion
deserve: deserve,deserves
design: design,designed
designate: designate
desirable: desirable
desire: desire,desired
desk: desk
desolation: desolation
despair: despair
despairing: despairing
despatch: despatches
desperate: desperate
desperately: desperately
desperation: desperation
despise: despise
despoiled: despoiled
despond: despond
despotism: despotism
destine: destined
destiny: destiny
destitute: destitute
destitution: destitution
destroy: destroy,destroyed,destroying
destroyer: destroyer
destruction: destruction
destructive: destructive
desultory: desultory
detailed: detailed
detect: detect,detected
detective: detectives
deterioration: deterioration
determine: determine,determines
determined: determined
detriment: detriment
develop: develop,developed
device: device
devil: devil
devoid: devoid
devote: devoted,devotes
devoted: devoted
devotion: devotion
devour: devouring
dialect: dialect
dictate: dictated,dictates
die: die,died,dies,dying
diet: diet
difference: difference
difficult: difficult
difficulty: difficulties,difficulty
dig: dig,dug
digger: diggers
dignified: dignified
dignify: dignifies
dilapidated: dilapidated
dilapidation: dilapidation
dim: dim,dimmed
dime: dime
diminish: diminish
dimly: dimly
dingy: dingy
dinner: dinner
diphtheria: diphtheria
diplomatic: diplomatic
dire: direst
direct: direct,directed
direction: direction,directions
directory: directory
dirt: dirt
dirty: dirtier,dirty
disabled: disabled
disadvantage: disadvantage
disappear: disappear,disappeared,disappears
disappointing: disappointing
disappointment: disappointment
disarm: disarming
disaster: disaster
disbandment: disbandment
discard: discarded,discarding
discern: discern
discernible: discernible
discharge: discharge,discharged
disclose: disclosed
disclosure: disclosures
discomfiture: discomfiture
discomfort: discomfort
discontent: discontent
discourage: discourage,discouraged
discover: discover,discovered,discovering,discovers
discovery: discovery
discrepancy: discrepancy
discriminate: discriminating
discriminating: discriminating
discuss: discuss,discussed,discussing
discussion: discussion
disdain: disdain,disdained
disease: disease,diseases
disgrace: disgrace,disgraced
disgraceful: disgraceful
disguise: disguise,disguised,disguising
disgust: disgust
disgusted: disgusted
disgusting: disgusting
dish: dished
disheartening: disheartening
dishonest: dishonest
dishonor: dishonor
dishonored: dishonored
disinclined: disinclined
disinfectant: disinfectants
dislodge: dislodge,dislodged
dismal: dismal
dismiss: dismiss,dismissed
disobey: disobey
disorder: disorder
disorderly: disorderly
dispassionate: dispassionate
dispel: dispelled
dispensary: dispensary
dispensation: dispensation
dispense: dispensing
display: display,displayed
displeasure: displeasure
dispose: dispose,disposed,disposing
disposed: disposed
disposition: disposition
dispossess: dispossess
dispossessed: dispossessed
disprove: disproved
dispute: disputed,disputing
disquietude: disquietude
disreputable: disreputable
dissecting: dissecting
dissemination: dissemination
dissent: dissenting
dissipate: dissipated
dissipation: dissipation
distance: distance
distemper: distemper
distillery: distilleries
distinct: distinct
distinction: distinction
distinctive: distinctive
distinctively: distinctively
distinctly: distinctly
distinctness: distinctness
distinguish: distinguish,distinguished
distinguished: distinguished
distinguishing: distinguishing
distraction: distraction
distress: distress
distressing: distressing
distribute: distribute,distributes
district: district,districts
distrust: distrust
disturb: disturb,disturbed
disturber: disturber,disturbers
ditch: ditch
dive: dive,dives
diversion: diversions
divide: divide,divided,divides,dividing
dividend: dividends
divine: divine
diving: diving
division: division
divorce: divorce
dock: dock,docks
doctor: doctor,doctors
doctored: doctored
doctrine: doctrine
dodge: dodge
dodo: dodo
dog: dog
dogged: dogged
doings: doings
dollar: dollar,dollars
domain: domain
domestic: domestic
domicile: domicile,domiciles
doom: doom,doomed
door: door,doors
doorstep: doorstep,doorsteps
doorway: doorway,doorways
dormer: dormer
dormitory: dormitories,dormitory
dot: dot,dots
double: double,doubled
doubt: doubt,doubted,doubting,doubts
doubtfully: doubtfully
doubtless: doubtless
dovetail: dovetailed
downhearted: downhearted
downright: downright
downstairs: downstairs
downtown: downtown
doze: doze,dozing
dozen: dozen,dozens
draft: draft
drag: drag,dragged,dragging
drain: drained
dramatic: dramatic
dramshop: dramshop
drastic: drastic
draught: draught
draw: draw,drawing,drawn,draws,drew
drawing: drawing,drawings
dread: dread,dreaded
dreaded: dreaded
dreadful: dreadful,dreadfuls
dreadfully: dreadfully
dream: dream,dreamed,dreaming,dreams
drearily: drearily
dreariness: dreariness
dreary: dreary
dregs: dregs
drench: drenched
dress: dress,dressed,dresses
dressmaking: dressmaking
drift: drift,drifting
drily: drily
drink: drink,drinks
drinking: drinking
dripping: dripping
drive: drive,driven,drives,driving,drove
driver: driver
drone: drones
drop: drop,dropped,drops
dropping: dropping
drove: droves
drown: drowned,drowning,drowns
drowned: drowned
drudgery: drudgery
drug: drug,drugged,drugs
drum: drumming,drums
drunk: drunk
drunkard: drunkards
drunken: drunken
drunkenness: drunkenness
dry: dried,dry,drying
drying: drying
dryly: dryly
dual: dual
duane: duane
dub: dubbed
dull: dull,duller
dulness: dulness
dumb: dumb
dump: dump,dumped,dumps
duplicity: duplicity
dutch: dutch
dutchman: dutchman
duty: duties,duty
dwell: dwell,dwelling
dweller: dwellers
dwelling: dwelling,dwellings
dwellings: dwellings
dye: dyed
eager: eager
ear: ear,ears
earn: earn,earned,earning,earns
earner: earner,earners
earnest: earnest
earnestly: earnestly
earnings: earnings
earth: earth
ease: ease
easily: easily
east: east
eastern: eastern
easy: easier,easiest,easy
eat: eat,eaten,eating
eatables: eatables
