aback: aback
anxiously: anxiously
apartment: apartment,apartments
aphorism: aphorism
apocryphal: apocryphal
apologetic: apologetic
apology: apology
apostrophe: apostrophe
apostrophise: apostrophise,apostrophising
apparatus: apparatus
apparent: apparent
apparition: apparition,apparitions
appeal: appeal,appealed,appeals
appealing: appealing
appearance: appearance,appearances
appellation: appellation
applaud: applauding
applause: applause
apple: apple,apples
applicable: applicable
application: application
apply: applied,applies,apply
appoint: appointed
appointment: appointment,appointments
appreciative: appreciative
apprehend: apprehend
apprehension: apprehension,apprehensions
apprehensive: apprehensive
apprise: apprised
approach: approach,approached,approaches,approaching
approbation: approbation
approval: approval
approve: approve,approved
approvingly: approvingly
aquiline: aquiline
arabian: arabian
arch: arch,arches
arched: arched
architecture: architecture
archive: archive
ardent: ardent
ardour: ardour
argue: argued
argument: argument
argumentative: argumentative
aristocrat: aristocrat,aristocrats
aristocratic: aristocratic
arm: arm,armed,arms
armed: armed
armorial: armorial
armoury: armoury
army: army
arouse: arouse
arraign: arraigned
arrange: arrange,arranged,arranging
arrangement: arrangement,arrangements
array: array
arrears: arrears
arrest: arrest,arrested
arrival: arrival
arrive: arrive,arrived,arriving
art: art,arts
artful: artful
article: article,articles
articulate: articulate
artificially: artificially
artless: artless
ascend: ascended,ascending
ascent: ascents
ascertain: ascertain,ascertained
ascii: ascii
ash: ashes
ashamed: ashamed
ashantee: ashantee
ashy: ashy
asleep: asleep
aspect: aspect
aspiration: aspirations
aspire: aspired
assailant: assailant
assassin: assassins
assassinate: assassinated
assassination: assassination
assault: assault
assemblage: assemblage,assemblages
assemble: assemble,assembled,assembles
assent: assented
assert: assert,asserted
assertion: assertion
asseveration: asseveration
assiduously: assiduously
assign: assigned
assignation: assignation
assist: assist,assisted,assisting
assistance: assistance
associate: associating
association: association,associations
assorted: assorted
assume: assume,assumed,assuming
assumption: assumption
assurance: assurance,assurances
assure: assure,assured,assures
assuredly: assuredly
astern: astern
astir: astir
astonish: astonished
astonished: astonished
astonishment: astonishment
astounded: astounded
astounding: astounding
astray: astray
asunder: asunder
atheistical: atheistical
athirst: athirst
atmosphere: atmosphere
atmospheric: atmospheric
atomic: atomics
atonement: atonement
atop: atop
atrocious: atrocious
attach: attached
attachment: attachment
attack: attack
attain: attained
attainable: attainable
attainment: attainments
attempt: attempt,attempted,attempts
attend: attend,attended
attendance: attendance
attendant: attendant,attendants
attention: attention
attentive: attentive
attentively: attentively
attenuate: attenuated
attitude: attitude
attorney: attorney
attract: attract,attracted,attracting
attraction: attraction
attractive: attractive
attributable: attributable
attribute: attribute
audible: audible
audibly: audibly
audience: audience
auditory: auditory
augment: augment
august: august
auspicious: auspicious
author: author
authorise: authorised
authoritative: authoritative
authority: authorities,authority
autumn: autumn
avail: avail
avenge: avenge,avenged
avenue: avenue,avenues
aversion: aversion
avert: avert,averted
avocation: avocations
avoid: avoid,avoided,avoiding
avoidance: avoidance
avow: avow
avowal: avowal
await: awaited,awaiting
awake: awake,awoke
awaken: awaken,awakened
awakening: awakening
aware: aware
awe: awe
awful: awful
awfulness: awfulness
awkward: awkward
awry: awry
axe: axe
axis: axes
ay: ay
babble: babble
babel: babel
baby: babies,baby
bacchanalian: bacchanalian
bachelor: bachelor
backgammon: backgammon
background: background
bad: bad,worse,worst
badly: worse
baffle: baffled
bag: bag
bah: bah
bailey: bailey
bailiff: bailiff
baker: baker,bakers
balance: balance,balanced,balances
bald: bald
ball: ball
ballad: ballad
balustrade: balustrades
band: band
bandage: bandages
banish: banished,banishing
bank: bank,banking,banks
banker: banker
bankers: bankers
banking: banking
bankruptcy: bankruptcy
banquet: banquets
bar: bar,barred,bars
barbarian: barbarian
barbarous: barbarous
barber: barber
bare: bare,bared
barefoot: barefoot
barehead: bareheaded
barely: barely
bargain: bargain
barge: barges
bark: bark,barked
barmecide: barmecide
barrel: barrel,barrels
barren: barren
barricade: barricades
barrier: barrier,barriers
barrister: barrister
base: base,based
basement: basement
baseness: baseness
basin: basin
basket: basket,baskets
bastille: bastille
batch: batch
bath: bath,bathed
battered: battered
battle: battles
bawl: bawled,bawling
bay: bay
bayonet: bayonets
beach: beach
beacon: beacon
beam: beaming,beams
beamingly: beamingly
bean: beans
bear: bear,bearing,bears,bore,born,borne
beard: beard
bearded: bearded
bearer: bearer,bearers
bearing: bearing,bearings
beast: beast,beasts
beastly: beastly
beat: beat,beaten,beating,beats
beating: beating
beautiful: beautiful
beautifully: beautifully
beautify: beautified,beautifying
beauty: beauties,beauty
beckon: beckoned,beckoning
becomingly: becomingly
bed: bed,beds
bedlam: bedlam
bedroom: bedroom
bedside: bedside
beer: beer
beery: beery
befall: befall
befitting: befitting
befriend: befriend
beg: beg,begged
beggar: beggars
begirt: begirt
begrime: begrimed
beguile: beguile,beguiled
behalf: behalf
behead: beheaded
beheld: beheld
behold: beheld,behold
beholder: beholder,beholders
behove: behoved
belated: belated
belief: belief
believeth: believeth
bell: bell,bells
belligerent: belligerent
belong: belong,belonged,belonging
beloved: beloved
belt: belt
bench: bench
bend: bending,bent
beneath: beneath
benefactor: benefactor,benefactors
beneficial: beneficial
benefit: benefit
benevolence: benevolence
benevolent: benevolent
benighted: benighted
bent: bent
benumbed: benumbed
bereft: bereft
beseech: beseeching,besought
beset: beset
besetting: besetting
besiege: besieged
besmear: besmeared
besmirched: besmirched
besought: besought
bespatter: bespattered
bestow: bestow,bestowed,bestowing
bestowal: bestowal
bestrew: bestrewn
betake: betook
bethink: bethinking,bethought
betime: betimes
betray: betray
betroth: betrothed
betrothal: betrothal
betwixt: betwixt
beware: beware
bewilder: bewildered,bewildering
bewilderment: bewilderment
bid: bid,bidden
bide: biding
billet: billet,billets
billow: billows
billowy: billowy
binary: binary
bind: bind,bound
bird: bird,birds
birth: birth
birthday: birthday,birthdays
bit: bit
bite: bit,bite,biting
bitter: bitter
bitterly: bitterly
bitterness: bitterness
bl: blest
black: black
blacken: blackened
blackguard: blackguard
blacksmith: blacksmith
blade: blade,blades
blameless: blameless
blank: blank
blare: blaring
blasphemous: blasphemous
blast: blast
blatant: blatant
blaze: blaze,blazed,blazing
bleed: bleeding
bleeding: bleeding
blend: blended
blending: blending
bless: bless,blessed,blest
blessed: blessed
blessing: blessing
blight: blight,blighted
blind: blind,blinded,blinds
blinder: blinder
blindly: blindly
blindness: blindness
blink: blink
bliss: bliss
bloated: bloated
blood: blood
bloodless: bloodless
bloodshed: bloodshed
bloody: bloody
bloom: bloom,blooming
blossom: blossomed
blot: blot,blots,blotting
blotting: blotting
blouse: blouse
blow: blew,blow,blowing,blown,blows
blowing: blowings
blown: blown
blue: blue
bluff: bluff
blunderbuss: blunderbuss,blunderbusses
blunt: blunt
blur: blurred
blush: blush
boar: boar
board: board,boards
boast: boast
boastful: boastful
boastfully: boastfully
boastfulness: boastfulness
boasting: boasting
boat: boat
bode: boded
bodied: bodied
bodily: bodily
body: bodies,body
bodyguard: bodyguard
boil: boiled,boiling
bold: bold,boldest
boldface: boldface
boldly: boldly
bolt: bolt
bond: bond,bonds
bone: bones
bonfire: bonfires
bonnet: bonnet
bony: bony
book: book,booked,books
boom: boom
boot: boot,booted,boots
booting: booting
bootless: bootless
bordeaux: bordeaux
border: borders
bore: bore
borrow: borrow,borrowed
bosom: bosom
boss: boss
botheration: botheration
bottle: bottle,bottles
boundary: boundaries
boundless: boundless
bow: bow,bowed,bowing
bowl: bowl
box: box,boxes
boy: boy,boys
braced: braced
brain: brain,brains
branch: branch,branched,branches
brand: branded
branding: branding
brandy: brandy
brave: brave
bravely: bravely
bravery: bravery
bravo: bravo
brawling: brawling
brawny: brawny
brazen: brazen
breach: breach
bread: bread
breadless: breadless
breadth: breadth
break: break,breaking,broke,broken
breakfast: breakfast
breaking: breaking
breast: breast,breasts
breasted: breasted
breath: breath
breathe: breathe,breathed,breathing
breathing: breathing
breathless: breathless
breeches: breeches
breed: bred,breed
breeding: breeding
brethren: brethren
brevity: brevity
brewery: brewery
brick: brick,bricks
bride: bride
bridegroom: bridegroom
bridesmaid: bridesmaid
bridge: bridge
bridle: bridle,bridles
brigand: brigand
bright: bright,brighter
brighten: brightened
brightly: brightly
brightness: brightness
brilliant: brilliant
brilliantly: brilliantly
brim: brim
bring: bring,bringing,brings,brought
brink: brink
brisk: brisk
briskly: briskly
bristle: bristled
britain: britain
british: british
briton: briton
broach: broaching
broad: broad,broader
broadcast: broadcast
brocade: brocade
broken: broken
bronze: bronze
brood: brood,brooded,brooding
brooding: brooding
brother: brother,brothers
brotherhood: brotherhood
brothers: brothers
brow: brow,brows
brown: brown
bruise: bruised
brush: brushed
brutality: brutality
brute: brute
brutus: brutus
buckle: buckles
buffet: buffeted
build: building,built
building: building,buildings
bulk: bulk
bulky: bulky
bull: bull
bullet: bullets
bully: bully,bullying
bullying: bullying
bump: bump,bumped
bumper: bumper,bumpers
bunch: bunch,bunches
bundle: bundle
burden: burden,burdens
burglary: burglaries
burial: burial
burn: burn,burned,burning,burnt
burning: burning
burst: burst,bursting
bury: buried,burying
bushel: bushels
busily: busily
business: business
bust: bust
bustle: bustled
busy: busy
butcher: butcher
butchered: butchered
butcherly: butcherly
butchery: butchery
butt: butt
butter: butter
buzz: buzz,buzzed,buzzing
bye: bye
byway: byway,byways
cabin: cabin
cabinet: cabinet
cachet: cachet
cadaverous: cadaverous
cadence: cadence
cage: cage,cages
calais: calais
calamity: calamity
calculate: calculate,calculated
calculation: calculations
caldron: caldron
calendar: calendar
calling: calling,callings
calm: calm,calmed
calmly: calmly
calmness: calmness
cambridge: cambridge
canada: canada
candle: candle,candles
cane: cane
cannibal: cannibal
cannon: cannon
cannonier: cannonier
canonise: canonised
canter: canter
canvas: canvas
cap: cap,caps
capable: capable
capacity: capacity
capital: capital
capitulate: capitulated
capricious: capricious
capriciously: capriciously
captain: captain
captive: captive
captivity: captivity
capture: captured
car: car
card: card,cards
cards: cards
care: care,cared,cares,caring
career: career
careful: careful
carefully: carefully
careless: careless
carelessly: carelessly
carelessness: carelessness
caress: caresses,caressing
caressingly: caressingly
caricaturing: caricaturing
carmagnole: carmagnole
carnage: carnage
carol: carol
carouse: carousing
carpenter: carpenters
carpet: carpet
carriage: carriage,carriages
carrion: carrion
carry: carried,carries,carry,carrying
cart: cart,carts
carton: carton
cartridge: cartridges
carve: carved
carver: carver
casement: casement,casements
cashier: cashiers
cask: cask
cast: cast,casting
caste: caste
casual: casual
casually: casually
cat: cat
cataleptic: cataleptic
catch: catch,catching,caught
catechist: catechist
cathedral: cathedral
cattle: cattle
caution: caution,cautioned
cautionary: cautionary
cautious: cautious
cautiously: cautiously
cavalcade: cavalcade
cavalier: cavalier
cavalry: cavalry
cavernous: cavernous
cease: cease,ceased
ceiling: ceiling
celebration: celebration
celestial: celestial
cell: cell,cells
cellar: cellars
central: central
centre: centre,centres
century: centuries
ceremony: ceremonies,ceremony
certainty: certainty
certificate: certificate
cessation: cessation
cesspool: cesspools
chafe: chafed
chaff: chaff
chain: chain,chained,chains
chair: chair,chairs
chaise: chaise
chaldean: chaldean
chalk: chalk
challenge: challenged
chamber: chamber,chambers
chambers: chambers
champ: champing
chance: chance,chanced,chances,chancing
change: change,changed,changing
changeless: changeless
changing: changing
channel: channel
chapter: chapter
char: charred
character: character,characters
characterise: characterise,characterised
characteristic: characteristic,characteristics
charcoal: charcoal
charge: charge,charged,charges,charging
charger: charger
chariot: chariot
charitable: charitable
charity: charities,charity
charles: charles
charm: charm
charmed: charmed
charming: charming
charmingly: charmingly
chary: chary
chase: chase,chased
chaste: chaste
chat: chatting
chateau: chateau
chatter: chattered
cheap: cheapest
cheat: cheated,cheating
check: check,checked,checking,checks
cheek: cheek,cheeks
cheekbone: cheekbones
cheer: cheer,cheered,cheering
cheerful: cheerful
cheerfully: cheerfully
cheerfulness: cheerfulness
cheery: cheery
cheese: cheese
chemist: chemist
chemists: chemists
cheque: cheque
cherish: cherish,cherished,cherishing
chest: chest
chestnut: chestnuts
chew: chewing
chicken: chickens
chief: chief
child: child,children
childhood: childhood
chill: chill
chilled: chilled
chimney: chimney,chimneys
chin: chin
chink: chink,chinked,chinks
chip: chips
chisel: chisel,chiselled
chivalrous: chivalrous
chocolate: chocolate
choice: choice
choke: choke,choking
choose: choose,chosen
chop: chopped
chopper: chopper
chord: chord
chorus: chorus
chouse: choused
christian: christian
christmas: christmas
chronically: chronically
chronicle: chronicle
chubby: chubby
chum: chum
church: church,churches
churchyard: churchyard
cinderella: cinderella
cinderous: cinderous
circle: circle,circled,circling
circuit: circuit
circuitously: circuitously
circulate: circulated
circumference: circumference
circumstance: circumstance,circumstances
circumstantial: circumstantial
citizen: citizen,citizens
citizeness: citizeness
city: cities,city
civil: civil
claim: claim,claimed,claims
clammy: clammy
clamorous: clamorous
clang: clanged,clanging
clap: clapped
clapping: clapping
claptrap: claptrap
claret: claret
clash: clash,clashed,clashing
clasp: clasp,clasping,clasps
clasped: clasped
class: class,classes
clatter: clatter,clattered,clattering
clattering: clattering
clay: clay
clean: clean,cleaner
cleaning: cleaning
clearance: clearance
clearness: clearness
clemency: clemency
clench: clenched
clenched: clenched
clergy: clergy
clerk: clerk,clerks
client: client,clients
cliff: cliffs
climate: climate
climb: climbed,climbing
cling: clinging,clung
clink: clink
cloak: cloak,cloaks
clock: clock,clocks
close: close,closed,closer,closing
closed: closed
closely: closely
closeness: closeness
closet: closet
closing: closing
cloth: cloth
clothe: clothed
clothes: clothes
clothing: clothing
cloud: cloud,clouded,clouds
clouded: clouded
cloudy: cloudy
clumsily: clumsily
clumsy: clumsy
clung: clung
cluster: cluster,clustered
clutch: clutched,clutching
cly: cly
coach: coach,coaches
coachman: coachman
coal: coal,coals
coarse: coarse,coarsest
coast: coast
coat: coat,coats
coax: coaxed
cock: cock,cocking
cockade: cockade,cockades
cocked: cocked
code: code,codes
codger: codgers
coercion: coercion
coffee: coffee
coffin: coffin
cogitate: cogitated
cogitation: cogitation
cognac: cognac
coherently: coherently
coin: coin,coins
coinage: coinage
coincidence: coincidence,coincidences
coiner: coiner
cold: cold
coldly: coldly
collar: collar
collect: collect,collected,collecting
collectedly: collectedly
collection: collection
college: college
colonnade: colonnade
colour: colour,colours
comb: combed
combination: combination
combine: combined
comedy: comedy
comely: comely
comer: comer,comers
comfort: comfort,comforted,comforting
comfortable: comfortable
comforting: comforting
comically: comically
coming: coming
command: command,commanded,commands
commence: commence,commenced,commences
commencement: commencement
commend: commended
commendation: commendations
comment: comment,commenting
commercial: commercial
commiserate: commiserated
commiseration: commiseration
commission: commission,commissioned
commit: committed,committing
committee: committee,committees
common: common,commons
commonly: commonly
commune: communing
communicate: communicate,communicated
communication: communication,communications
compact: compact
companion: companion,companions
companionship: companionship
company: companies,company
comparatively: comparatively
compare: compared,comparing
comparison: comparison
compass: compass
compassion: compassion
compassionate: compassionate
compatriot: compatriot
compeer: compeers
compel: compelled
compelling: compelling
compensate: compensate
competitor: competitors
compilation: compilation
complacency: complacency
complacent: complacent
complacently: complacently
complain: complain,complaining
complaint: complaint,complaints
complete: complete,completed,completing
completely: completely
completeness: completeness
completion: completion
complexion: complexion,complexions
compliance: compliance
complicated: complicated
compliment: compliment,complimented,compliments
complimentary: complimentary
comply: complied,comply,complying
comportable: comportable
compose: compose,composed,composing
composedly: composedly
composition: composition
composure: composure
compound: compound
comprehend: comprehend,comprehended
compress: compressed
compressed: compressed
compression: compression,compressions
compromise: compromise,compromised,compromising
compunction: compunction
comrade: comrade,comrades
conceal: conceal,concealed
concealment: concealment
concede: conceded
conceit: conceited
conceivable: conceivable
conceive: conceive,conceived
concentrate: concentrated
concentrated: concentrated
concentration: concentration
concept: concept
conception: conception,conceptions
concert: concert
concession: concession
conclude: concluded,concluding
conclusion: conclusion
concoct: concocting
concord: concord
concourse: concourse
concussion: concussion
condemn: condemned,condemning
condemnation: condemnation
condemned: condemned
condescension: condescension
condition: condition,conditions
conditioned: conditioned
condole: condole,condoling
conduce: conduced
conducive: conducive
conduct: conduct,conducted,conducting
conducting: conducting
conductor: conductor,conductors
confer: confer,conferred,conferring
conference: conference,conferences
confess: confess
confide: confide,confided,confiding
confidence: confidence,confidences
confident: confident
confidential: confidential
confidentially: confidentially
confidingly: confidingly
confine: confined
confinement: confinement
confines: confines
confirm: confirm,confirmed,confirms
confirmable: confirmable
confirmation: confirmation
confiscate: confiscated
confiscation: confiscation
conflagration: conflagration
conflict: conflict
confound: confound
confront: confronted,confronting
confuse: confuse
confused: confused
confusedly: confusedly
confusion: confusion
congenial: congenial
congratulate: congratulate,congratulated,congratulating
congratulation: congratulations
congratulatory: congratulatory
congress: congress
conjunction: conjunction
conjuration: conjuration
connect: connected
connection: connection,connections
conquer: conquered
conscience: conscience
conscious: conscious
consciousness: consciousness
consecrate: consecrated
consent: consent
consequence: consequence,consequences
consequent: consequent
consequential: consequential
considerable: considerable
considerate: considerate
consideration: consideration,considerations
consign: consigned
consignment: consignment
consist: consisted
consistently: consistently
consolation: consolation
consolatory: consolatory
console: console
consolidation: consolidation
conspicuous: conspicuous
conspirator: conspirator
constancy: constancy
constant: constant
constantly: constantly
consternation: consternation
constitute: constituted
constrain: constraining
constraint: constraint
construction: construction
consultation: consultation
consulting: consulting
consume: consumed
consumption: consumption
contact: contact
contagion: contagion
contagious: contagious
contamination: contamination
contemplate: contemplating
contemplation: contemplation
contemporary: contemporaries
contempt: contempt
contemptuous: contemptuous
contemptuously: contemptuously
contend: contend,contended,contending
content: content
contention: contention
contentious: contentious
contents: contents
contest: contest
continually: continually
continue: continued,continuing
continuity: continuity
continuous: continuous
continuously: continuously
contraband: contraband
contract: contract,contracted
contradict: contradicted,contradicting
contradiction: contradiction
contradictory: contradictory
contrary: contrary
contrast: contrast,contrasted,contrasting
contribution: contributions
contrivance: contrivances
contrived: contrived
control: control
convenience: convenience
convenient: convenient
convent: convent
conventionally: conventionally
conversant: conversant
conversation: conversation,conversations
converse: converse,conversing
conversion: conversion
convert: convert
convey: convey,conveyed,conveying
conveyance: conveyance
conviction: conviction
convivial: convivial
convulsively: convulsively
cook: cook,cooked,cooks
cool: cool,coolest
coolly: coolly
cope: cope
coppice: coppice
copying: copying
copyright: copyright
coquetry: coquetry
coquette: coquette
cord: cords
cordial: cordial
corkscrew: corkscrew
corn: corn
corner: corner,corners
cornered: cornered
corporation: corporation
correct: correct,corrected,correcting
correction: correction
correctly: correctly
correctness: correctness
correspondence: correspondence
correspondingly: correspondingly
corridor: corridor,corridors
corroborate: corroborate
corroboration: corroborations
corrupt: corrupt,corrupted
corruption: corruption
cost: cost,costs
cottage: cottage,cottages
couch: couch
cough: cough,coughed,coughing
council: council
counsel: counsel
counsellor: counsellor
count: count,counted,counting
countenance: countenance,countenances
counter: counter,counters
counterfeit: counterfeit
countermine: countermined
counterpane: counterpane
counterpart: counterpart
countersign: countersigned
counterweight: counterweight
counting: counting
countless: countless
country: countries,country
countryman: countryman,countrymen
county: county
couple: couple,coupled
courage: courage
courageous: courageous
courier: courier
court: court,courts
courtesy: courtesies
courtly: courtly
courtyard: courtyard,courtyards
cousin: cousin
cover: cover,covered
covered: covered
covering: covering
coverlet: coverlet
cow: cow,cowed,cows
cowardice: cowardice
crack: cracked,cracking
cradle: cradle
craft: craft
craftily: craftily
crag: crag
cramped: cramped
crane: crane,craned
crash: crash,crashing
cravat: cravat
craven: craven
craving: craving
crawl: crawl,crawled,crawling
crazed: crazed
crazy: crazy
crease: creasing
create: created,creating
creation: creation
creator: creator
creature: creature,creatures
credentials: credentials
credit: credit
creditor: creditors
creep: creep,creeping,creeps,crept
crestfallen: crestfallen
crevice: crevice
crew: crew
crime: crime,crimes
criminal: criminal,criminals
crimson: crimson,crimsoned
cringing: cringing
cripple: cripples
crippling: crippling
crisis: crisis
crisp: crisp
crisply: crisply
critical: critical
croak: croak,croaked,croaking
crockery: crockery
crone: crones
crooked: crooked
crookedly: crookedly
crop: cropped,crops
cross: cross,crossed,crosses,crossing
crouch: crouching
crouching: crouching
crow: crow
crowbar: crowbar
crowd: crowd,crowded,crowds
crowded: crowded
crown: crown,crowns
crowning: crowning
cruel: cruel,cruelest
cruelly: cruelly
cruelty: cruelty
crumb: crumbs
crumble: crumble,crumbled,crumbling
crumple: crumpled
cruncher: cruncher
crunches: crunches
crush: crush,crushed
crystal: crystal
crystallisation: crystallisation
cud: cud
cuff: cuffs
culinary: culinary
culminate: culminated,culminating
culpability: culpability
cultivate: cultivated
cunning: cunning
cunningly: cunningly
cup: cup,cups
cupboard: cupboard,cupboards
cupid: cupid,cupids
curator: curator
cure: cure
curiosity: curiosity
curious: curious
curiously: curiously
curl: curling,curls
current: current
curse: curse,curses
cursed: cursed
curtain: curtain,curtained,curtains
curtained: curtained
curtly: curtly
curtsey: curtseyed,curtseys
curved: curved
cushion: cushion,cushions
custodian: custodian
custody: custody
custom: custom,customs
customary: customary
customer: customer,customers
cut: cut,cutting
cutlass: cutlass
cutler: cutler
cutter: cutter
cylinder: cylinder
dab: dab
dagger: dagger,daggers
daily: daily
dainty: dainty
dam: dammed
damage: damage
damaged: damaged
damages: damages
dame: dame
damned: damned
damp: damp
dance: dance,danced,dancing
dancing: dancing
danger: danger,dangers
dangerous: dangerous
dangling: dangling
dank: dank
daring: daring
dark: dark,darker,darkest
darken: darkened,darkening
darkly: darkly
darkness: darkness
darling: darling,darlings
dart: darted,darting
dash: dashed
datum: data
daughter: daughter,daughters
david: david
dawn: dawn,dawning
day: day,days
daybreak: daybreak
daylight: daylight
daze: dazed
dead: dead
deaden: deaden
deadly: deadly
deaf: deaf
deafen: deafened
deafening: deafening
deal: deal,deals,dealt
dearest: dearest
dearly: dearly
death: death
debate: debated,debating
debating: debating
debauch: debauched
debauchery: debauchery
debt: debt
debtor: debtors
decay: decayed
decayed: decayed
decease: decease
deceased: deceased
deceit: deceit
deceive: deceive,deceived
december: december
decent: decent
decently: decently
deception: deception
decide: decide,decided
decidedly: decidedly
decipher: decipher
decision: decision
deck: deck
declaim: declaiming
declare: declare,declared,declaring
decline: declined,declining
decompose: decomposing
decomposition: decomposition
decorate: decorated
decoration: decoration
decree: decree,decreed,decrees
deduce: deduce,deducing
deduct: deducting
deductible: deductible
deed: deed,deeds
deem: deem,deemed
deep: deep,deeper
deepen: deepened,deepening
deeply: deeply
deer: deer
deface: defaced
defeat: defeat,defeats
defect: defect,defects
defective: defective
defence: defence
defenceless: defenceless
defend: defend,defended
defendant: defendant
deference: deference
deferentially: deferentially
defiance: defiance
deficient: deficient
define: defined
definite: definite
deftly: deftly
defy: defy
degenerate: degenerate
degradation: degradation
degraded: degraded
degrading: degrading
degree: degree,degrees
deign: deigning
dejected: dejected
dejectedly: dejectedly
delay: delay,delayed
deletion: deletions
deliberate: deliberate,deliberating
deliberately: deliberately
delicacy: delicacy
delicate: delicate
delicately: delicately
delight: delight
delighted: delighted
delightful: delightful
deliver: deliver,delivered
deliverance: deliverance
deluge: deluge
delusion: delusion
delve: delve
demand: demand,demanded,demanding,demands
demean: demean
demeanour: demeanour
dement: demented
demon: demons
demonstration: demonstration,demonstrations
demonstrative: demonstrative
demur: demur
den: den,dens
denial: denial
denote: denote,denoted
denounce: denounce,denounced,denouncing
